best_epoch,best_epoch/train/accuracy,best_epoch/train/auroc,best_epoch/train/f1,best_epoch/train/loss,best_epoch/train/precision,best_epoch/train/recall,best_epoch/val/accuracy,best_epoch/val/auroc,best_epoch/val/f1,best_epoch/val/loss,best_epoch/val/precision,best_epoch/val/recall,epoch,lr-Adam,step,train/accuracy,train/auroc,train/f1,train/loss,train/precision,train/recall,val/accuracy,val/auroc,val/f1,val/loss,val/precision,val/recall
,,,,,,,,,,,,,,0.001,0,,,,,,,,,,,,
0.0,,,,,,,,,,0.2775339186191559,,,0,,84,0.9198349118232727,0.5337331891059875,0.48084795475006104,,0.5203815698623657,0.5003232359886169,0.9207231998443604,0.5510367155075073,0.4793627858161926,0.2775339186191559,0.4603615999221802,0.5
,,,,,,,,,,,,,0,,84,,,,0.28330641984939575,,,,,,,,
,,,,,,,,,,,,,,0.001,85,,,,,,,,,,,,
1.0,0.9198349118232727,0.5337331891059875,0.48084795475006104,0.28330641984939575,0.5203815698623657,0.5003232359886169,0.9207231998443604,0.5510367155075073,0.4793627858161926,0.2788951098918915,0.4603615999221802,0.5,1,,169,0.920715868473053,0.5194295644760132,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5065991878509521,0.4793627858161926,0.2788951098918915,0.4603615999221802,0.5
,,,,,,,,,,,,,1,,169,,,,0.27955368161201477,,,,,,,,
,,,,,,,,,,,,,,0.001,170,,,,,,,,,,,,
,,,,,,,,,,,,,2,,254,0.920715868473053,0.5260233283042908,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5549766421318054,0.4793627858161926,0.2716616690158844,0.4603615999221802,0.5
,,,,,,,,,,,,,2,,254,,,,0.28098517656326294,,,,,,,,
,,,,,,,,,,,,,,0.001,255,,,,,,,,,,,,
,,,,,,,,,,,,,3,,339,0.920715868473053,0.5209827423095703,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5489681363105774,0.4793627858161926,0.2733128070831299,0.4603615999221802,0.5
,,,,,,,,,,,,,3,,339,,,,0.2796723246574402,,,,,,,,
,,,,,,,,,,,,,,0.001,340,,,,,,,,,,,,
,,,,,,,,,,,,,4,,424,0.920715868473053,0.5207002758979797,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5384083986282349,0.4793627858161926,0.2730981707572937,0.4603615999221802,0.5
,,,,,,,,,,,,,4,,424,,,,0.27777156233787537,,,,,,,,
,,,,,,,,,,,,,,0.001,425,,,,,,,,,,,,
,,,,,,,,,,,,,5,,509,0.920715868473053,0.5365675687789917,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5278003811836243,0.4793627858161926,0.275343656539917,0.4603615999221802,0.5
,,,,,,,,,,,,,5,,509,,,,0.2781396806240082,,,,,,,,
,,,,,,,,,,,,,,0.001,510,,,,,,,,,,,,
,,,,,,,,,,,,,6,,594,0.920715868473053,0.5245583057403564,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.49288707971572876,0.4793627858161926,0.276323527097702,0.4603615999221802,0.5
,,,,,,,,,,,,,6,,594,,,,0.2764829099178314,,,,,,,,
,,,,,,,,,,,,,,0.001,595,,,,,,,,,,,,
,,,,,,,,,,,,,7,,679,0.920715868473053,0.5278405547142029,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5495495796203613,0.4793627858161926,0.27189579606056213,0.4603615999221802,0.5
,,,,,,,,,,,,,7,,679,,,,0.2779766321182251,,,,,,,,
,,,,,,,,,,,,,,0.001,680,,,,,,,,,,,,
,,,,,,,,,,,,,8,,764,0.920715868473053,0.5300109386444092,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5552130937576294,0.4793627858161926,0.27244094014167786,0.4603615999221802,0.5
,,,,,,,,,,,,,8,,764,,,,0.2776619791984558,,,,,,,,
,,,,,,,,,,,,,,0.001,765,,,,,,,,,,,,
,,,,,,,,,,,,,9,,849,0.920715868473053,0.5219091773033142,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5573060512542725,0.4793627858161926,0.27176132798194885,0.4603615999221802,0.5
,,,,,,,,,,,,,9,,849,,,,0.2772042751312256,,,,,,,,
,,,,,,,,,,,,,,0.001,850,,,,,,,,,,,,
,,,,,,,,,,,,,10,,934,0.920715868473053,0.5291550159454346,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.489631712436676,0.4793627858161926,0.27314722537994385,0.4603615999221802,0.5
,,,,,,,,,,,,,10,,934,,,,0.27690359950065613,,,,,,,,
,,,,,,,,,,,,,,0.001,935,,,,,,,,,,,,
,,,,,,,,,,,,,11,,1019,0.920715868473053,0.5361649394035339,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5288975834846497,0.4793627858161926,0.2731209993362427,0.4603615999221802,0.5
,,,,,,,,,,,,,11,,1019,,,,0.27604588866233826,,,,,,,,
,,,,,,,,,,,,,,0.001,1020,,,,,,,,,,,,
,,,,,,,,,,,,,12,,1104,0.920715868473053,0.524306058883667,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5602822303771973,0.4793627858161926,0.271687388420105,0.4603615999221802,0.5
,,,,,,,,,,,,,12,,1104,,,,0.2764323651790619,,,,,,,,
,,,,,,,,,,,,,,0.001,1105,,,,,,,,,,,,
,,,,,,,,,,,,,13,,1189,0.920715868473053,0.5357878804206848,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.4862954318523407,0.4793627858161926,0.27289795875549316,0.4603615999221802,0.5
,,,,,,,,,,,,,13,,1189,,,,0.2771630585193634,,,,,,,,
,,,,,,,,,,,,,,0.001,1190,,,,,,,,,,,,
,,,,,,,,,,,,,14,,1274,0.920715868473053,0.5222119688987732,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5512386560440063,0.4793627858161926,0.2722444236278534,0.4603615999221802,0.5
,,,,,,,,,,,,,14,,1274,,,,0.2765805125236511,,,,,,,,
,,,,,,,,,,,,,,0.001,1275,,,,,,,,,,,,
,,,,,,,,,,,,,15,,1359,0.920715868473053,0.5315732955932617,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.48430347442626953,0.4793627858161926,0.27236250042915344,0.4603615999221802,0.5
,,,,,,,,,,,,,15,,1359,,,,0.2755262553691864,,,,,,,,
,,,,,,,,,,,,,,0.001,1360,,,,,,,,,,,,
,,,,,,,,,,,,,16,,1444,0.920715868473053,0.5174081921577454,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5424730777740479,0.4793627858161926,0.27173200249671936,0.4603615999221802,0.5
,,,,,,,,,,,,,16,,1444,,,,0.278376966714859,,,,,,,,
,,,,,,,,,,,,,,0.001,1445,,,,,,,,,,,,
,,,,,,,,,,,,,17,,1529,0.920715868473053,0.5336195230484009,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.528740644454956,0.4793627858161926,0.2727629244327545,0.4603615999221802,0.5
,,,,,,,,,,,,,17,,1529,,,,0.2775079309940338,,,,,,,,
,,,,,,,,,,,,,,0.001,1530,,,,,,,,,,,,
,,,,,,,,,,,,,18,,1614,0.920715868473053,0.5375948548316956,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5431462526321411,0.4793627858161926,0.27166545391082764,0.4603615999221802,0.5
,,,,,,,,,,,,,18,,1614,,,,0.27530884742736816,,,,,,,,
,,,,,,,,,,,,,,0.001,1615,,,,,,,,,,,,
,,,,,,,,,,,,,19,,1699,0.920715868473053,0.5310748219490051,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5277782082557678,0.4793627858161926,0.2716951072216034,0.4603615999221802,0.5
,,,,,,,,,,,,,19,,1699,,,,0.2764151990413666,,,,,,,,
,,,,,,,,,,,,,,0.001,1700,,,,,,,,,,,,
,,,,,,,,,,,,,20,,1784,0.920715868473053,0.5114810466766357,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5605741739273071,0.4793627858161926,0.27303847670555115,0.4603615999221802,0.5
,,,,,,,,,,,,,20,,1784,,,,0.2808792293071747,,,,,,,,
,,,,,,,,,,,,,,0.001,1785,,,,,,,,,,,,
,,,,,,,,,,,,,21,,1869,0.920715868473053,0.5264936685562134,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5490449070930481,0.4793627858161926,0.27173376083374023,0.4603615999221802,0.5
,,,,,,,,,,,,,21,,1869,,,,0.27590328454971313,,,,,,,,
,,,,,,,,,,,,,,0.001,1870,,,,,,,,,,,,
,,,,,,,,,,,,,22,,1954,0.920715868473053,0.5380104780197144,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5469512343406677,0.4793627858161926,0.271658331155777,0.4603615999221802,0.5
,,,,,,,,,,,,,22,,1954,,,,0.2756000757217407,,,,,,,,
,,,,,,,,,,,,,,0.001,1955,,,,,,,,,,,,
,,,,,,,,,,,,,23,,2039,0.920715868473053,0.5419037342071533,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5523853898048401,0.4793627858161926,0.27160030603408813,0.4603615999221802,0.5
,,,,,,,,,,,,,23,,2039,,,,0.2758817970752716,,,,,,,,
,,,,,,,,,,,,,,0.001,2040,,,,,,,,,,,,
,,,,,,,,,,,,,24,,2124,0.920715868473053,0.5304020047187805,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5397312641143799,0.4793627858161926,0.27258574962615967,0.4603615999221802,0.5
,,,,,,,,,,,,,24,,2124,,,,0.2766217291355133,,,,,,,,
,,,,,,,,,,,,,,0.001,2125,,,,,,,,,,,,
,,,,,,,,,,,,,25,,2209,0.920715868473053,0.535580039024353,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5394419431686401,0.4793627858161926,0.2715986967086792,0.4603615999221802,0.5
,,,,,,,,,,,,,25,,2209,,,,0.2758425176143646,,,,,,,,
