best_epoch,best_epoch/train/accuracy,best_epoch/train/auroc,best_epoch/train/f1,best_epoch/train/loss,best_epoch/train/precision,best_epoch/train/recall,best_epoch/val/accuracy,best_epoch/val/auroc,best_epoch/val/f1,best_epoch/val/loss,best_epoch/val/precision,best_epoch/val/recall,epoch,lr-Adam,step,train/accuracy,train/auroc,train/f1,train/loss,train/precision,train/recall,val/accuracy,val/auroc,val/f1,val/loss,val/precision,val/recall
,,,,,,,,,,,,,11,,1019,,,,0.2768343389034271,,,,,,,,
,,,,,,,,,,,,,,0.001,1020,,,,,,,,,,,,
,,,,,,,,,,,,,12,,1104,0.920715868473053,0.5192855596542358,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.49829941987991333,0.4793627858161926,0.27725496888160706,0.4603615999221802,0.5
,,,,,,,,,,,,,12,,1104,,,,0.27700263261795044,,,,,,,,
,,,,,,,,,,,,,,0.001,1105,,,,,,,,,,,,
,,,,,,,,,,,,,13,,1189,0.920715868473053,0.5261455178260803,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.47480350732803345,0.4793627858161926,0.27355751395225525,0.4603615999221802,0.5
,,,,,,,,,,,,,13,,1189,,,,0.277446985244751,,,,,,,,
,,,,,,,,,,,,,,0.001,1190,,,,,,,,,,,,
,,,,,,,,,,,,,14,,1274,0.920715868473053,0.5329046249389648,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.48955994844436646,0.4793627858161926,0.2723905146121979,0.4603615999221802,0.5
,,,,,,,,,,,,,14,,1274,,,,0.27631300687789917,,,,,,,,
,,,,,,,,,,,,,,0.001,1275,,,,,,,,,,,,
,,,,,,,,,,,,,15,,1359,0.920715868473053,0.5311259031295776,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.4888221025466919,0.4793627858161926,0.2731188237667084,0.4603615999221802,0.5
,,,,,,,,,,,,,15,,1359,,,,0.27769505977630615,,,,,,,,
,,,,,,,,,,,,,,0.001,1360,,,,,,,,,,,,
,,,,,,,,,,,,,16,,1444,0.920715868473053,0.5184398889541626,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.4937087297439575,0.4793627858161926,0.27325958013534546,0.4603615999221802,0.5
,,,,,,,,,,,,,16,,1444,,,,0.2776874899864197,,,,,,,,
,,,,,,,,,,,,,,0.001,1445,,,,,,,,,,,,
,,,,,,,,,,,,,17,,1529,0.920715868473053,0.5293788909912109,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5001260638237,0.4793627858161926,0.27278804779052734,0.4603615999221802,0.5
,,,,,,,,,,,,,17,,1529,,,,0.2775782644748688,,,,,,,,
,,,,,,,,,,,,,,0.001,1530,,,,,,,,,,,,
,,,,,,,,,,,,,18,,1614,0.920715868473053,0.5361040234565735,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5475096702575684,0.4793627858161926,0.2716381251811981,0.4603615999221802,0.5
,,,,,,,,,,,,,18,,1614,,,,0.2767176330089569,,,,,,,,
,,,,,,,,,,,,,,0.001,1615,,,,,,,,,,,,
,,,,,,,,,,,,,19,,1699,0.920715868473053,0.5365152359008789,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5609599351882935,0.4793627858161926,0.27220141887664795,0.4603615999221802,0.5
,,,,,,,,,,,,,19,,1699,,,,0.2766343951225281,,,,,,,,
,,,,,,,,,,,,,,0.001,1700,,,,,,,,,,,,
,,,,,,,,,,,,,20,,1784,0.920715868473053,0.5277994275093079,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5634374618530273,0.4793627858161926,0.2745455503463745,0.4603615999221802,0.5
,,,,,,,,,,,,,20,,1784,,,,0.2758027911186218,,,,,,,,
,,,,,,,,,,,,,,0.001,1785,,,,,,,,,,,,
,,,,,,,,,,,,,21,,1869,0.920715868473053,0.5284180045127869,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.4792599081993103,0.4793627858161926,0.27369067072868347,0.4603615999221802,0.5
,,,,,,,,,,,,,21,,1869,,,,0.27596426010131836,,,,,,,,
,,,,,,,,,,,,,,0.001,1870,,,,,,,,,,,,
,,,,,,,,,,,,,22,,1954,0.920715868473053,0.5207260847091675,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5615053176879883,0.4793627858161926,0.2762526273727417,0.4603615999221802,0.5
,,,,,,,,,,,,,22,,1954,,,,0.2785893678665161,,,,,,,,
,,,,,,,,,,,,,,0.001,1955,,,,,,,,,,,,
,,,,,,,,,,,,,23,,2039,0.920715868473053,0.5197803974151611,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5400774478912354,0.4793627858161926,0.2716684341430664,0.4603615999221802,0.5
,,,,,,,,,,,,,23,,2039,,,,0.276310533285141,,,,,,,,
,,,,,,,,,,,,,,0.001,2040,,,,,,,,,,,,
,,,,,,,,,,,,,24,,2124,0.920715868473053,0.5293693542480469,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5463047027587891,0.4793627858161926,0.27211713790893555,0.4603615999221802,0.5
,,,,,,,,,,,,,24,,2124,,,,0.27824267745018005,,,,,,,,
,,,,,,,,,,,,,,0.001,2125,,,,,,,,,,,,
,,,,,,,,,,,,,25,,2209,0.920715868473053,0.5240627527236938,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.48448553681373596,0.4793627858161926,0.2721461057662964,0.4603615999221802,0.5
,,,,,,,,,,,,,25,,2209,,,,0.2783752977848053,,,,,,,,
