best_epoch,best_epoch/train/accuracy,best_epoch/train/auroc,best_epoch/train/f1,best_epoch/train/loss,best_epoch/train/precision,best_epoch/train/recall,best_epoch/val/accuracy,best_epoch/val/auroc,best_epoch/val/f1,best_epoch/val/loss,best_epoch/val/precision,best_epoch/val/recall,epoch,lr-Adam,step,train/accuracy,train/auroc,train/f1,train/loss,train/precision,train/recall,val/accuracy,val/auroc,val/f1,val/loss,val/precision,val/recall
,,,,,,,,,,,,,,0.001,1445,,,,,,,,,,,,
,,,,,,,,,,,,,17,,1529,0.920715868473053,0.5269193649291992,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.561734139919281,0.4793627858161926,0.2728482186794281,0.4603615999221802,0.5
,,,,,,,,,,,,,17,,1529,,,,0.2761858403682709,,,,,,,,
,,,,,,,,,,,,,,0.001,1530,,,,,,,,,,,,
,,,,,,,,,,,,,18,,1614,0.920715868473053,0.5291719436645508,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5374501943588257,0.4793627858161926,0.2750394642353058,0.4603615999221802,0.5
,,,,,,,,,,,,,18,,1614,,,,0.2758136987686157,,,,,,,,
,,,,,,,,,,,,,,0.001,1615,,,,,,,,,,,,
,,,,,,,,,,,,,19,,1699,0.920715868473053,0.5288464426994324,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5556080341339111,0.4793627858161926,0.272323876619339,0.4603615999221802,0.5
,,,,,,,,,,,,,19,,1699,,,,0.2774380147457123,,,,,,,,
,,,,,,,,,,,,,,0.001,1700,,,,,,,,,,,,
,,,,,,,,,,,,,20,,1784,0.920715868473053,0.53128981590271,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5341875553131104,0.4793627858161926,0.27175211906433105,0.4603615999221802,0.5
,,,,,,,,,,,,,20,,1784,,,,0.27720555663108826,,,,,,,,
,,,,,,,,,,,,,,0.001,1785,,,,,,,,,,,,
,,,,,,,,,,,,,21,,1869,0.920715868473053,0.5332132577896118,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5560137033462524,0.4793627858161926,0.27172794938087463,0.4603615999221802,0.5
,,,,,,,,,,,,,21,,1869,,,,0.2751663625240326,,,,,,,,
,,,,,,,,,,,,,,0.001,1870,,,,,,,,,,,,
,,,,,,,,,,,,,22,,1954,0.920715868473053,0.5301421880722046,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5448909997940063,0.4793627858161926,0.2718052566051483,0.4603615999221802,0.5
,,,,,,,,,,,,,22,,1954,,,,0.2767713665962219,,,,,,,,
,,,,,,,,,,,,,,0.001,1955,,,,,,,,,,,,
,,,,,,,,,,,,,23,,2039,0.920715868473053,0.5346677303314209,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5580698251724243,0.4793627858161926,0.2748216390609741,0.4603615999221802,0.5
,,,,,,,,,,,,,23,,2039,,,,0.2767329812049866,,,,,,,,
,,,,,,,,,,,,,,0.001,2040,,,,,,,,,,,,
,,,,,,,,,,,,,24,,2124,0.920715868473053,0.5351373553276062,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5383713245391846,0.4793627858161926,0.2718655467033386,0.4603615999221802,0.5
,,,,,,,,,,,,,24,,2124,,,,0.27654874324798584,,,,,,,,
,,,,,,,,,,,,,,0.001,2125,,,,,,,,,,,,
,,,,,,,,,,,,,25,,2209,0.920715868473053,0.5352370738983154,0.47936078906059265,,0.4603579342365265,0.5,0.9207231998443604,0.5551455020904541,0.4793627858161926,0.27189797163009644,0.4603615999221802,0.5
,,,,,,,,,,,,,25,,2209,,,,0.27510738372802734,,,,,,,,
